img_path,1,2,3,4
/opt/ml/input/data/train/images/003435_female_Asian_52/mask3.jpg,119,147,332,418
/opt/ml/input/data/train/images/003435_female_Asian_52/normal.jpg,86,137,278,410
/opt/ml/input/data/train/images/003435_female_Asian_52/mask2.jpg,81,142,299,444
/opt/ml/input/data/train/images/003435_female_Asian_52/mask1.jpg,83,137,309,432
/opt/ml/input/data/train/images/003435_female_Asian_52/incorrect_mask.jpg,96,138,295,425
/opt/ml/input/data/train/images/003435_female_Asian_52/mask4.jpg,68,145,277,408
/opt/ml/input/data/train/images/003364_female_Asian_19/mask5.jpg,127,119,264,288
/opt/ml/input/data/train/images/003364_female_Asian_19/mask3.jpg,128,112,255,282
/opt/ml/input/data/train/images/003364_female_Asian_19/normal.jpg,114,110,263,313
/opt/ml/input/data/train/images/003364_female_Asian_19/mask2.jpg,120,125,245,290
/opt/ml/input/data/train/images/003364_female_Asian_19/mask1.jpg,120,124,262,292
/opt/ml/input/data/train/images/003364_female_Asian_19/incorrect_mask.jpg,102,117,223,283
/opt/ml/input/data/train/images/003364_female_Asian_19/mask4.jpg,100,133,245,321
/opt/ml/input/data/train/images/005544_male_Asian_32/mask5.jpg,75,127,295,402
/opt/ml/input/data/train/images/005544_male_Asian_32/mask3.jpg,81,133,278,383
/opt/ml/input/data/train/images/005544_male_Asian_32/normal.jpg,76,111,273,380
/opt/ml/input/data/train/images/005544_male_Asian_32/mask2.jpg,61,121,282,398
/opt/ml/input/data/train/images/005544_male_Asian_32/mask1.jpg,54,134,278,420
/opt/ml/input/data/train/images/005544_male_Asian_32/incorrect_mask.jpg,73,138,252,376
/opt/ml/input/data/train/images/005544_male_Asian_32/mask4.jpg,83,121,316,420
/opt/ml/input/data/train/images/006154_male_Asian_20/incorrect_mask.png,96,82,271,310
/opt/ml/input/data/train/images/006154_male_Asian_20/mask1.png,99,93,267,306
/opt/ml/input/data/train/images/006154_male_Asian_20/mask4.png,109,85,285,318
/opt/ml/input/data/train/images/006154_male_Asian_20/mask5.png,114,101,283,297
/opt/ml/input/data/train/images/006154_male_Asian_20/normal.png,100,85,261,295
/opt/ml/input/data/train/images/006154_male_Asian_20/mask2.png,100,114,260,312
/opt/ml/input/data/train/images/006154_male_Asian_20/mask3.png,115,85,267,282
/opt/ml/input/data/train/images/001188_male_Asian_60/mask5.jpg,109,148,274,345
/opt/ml/input/data/train/images/001188_male_Asian_60/mask3.jpg,109,140,258,335
/opt/ml/input/data/train/images/001188_male_Asian_60/normal.jpg,108,129,257,339
/opt/ml/input/data/train/images/001188_male_Asian_60/mask2.jpg,116,136,263,330
/opt/ml/input/data/train/images/001188_male_Asian_60/mask1.jpg,101,139,264,350
/opt/ml/input/data/train/images/001188_male_Asian_60/incorrect_mask.jpg,109,129,262,351
/opt/ml/input/data/train/images/001188_male_Asian_60/mask4.jpg,112,148,261,342
/opt/ml/input/data/train/images/006418_female_Asian_18/mask5.jpg,123,179,226,330
/opt/ml/input/data/train/images/006418_female_Asian_18/mask3.jpg,117,163,224,312
/opt/ml/input/data/train/images/006418_female_Asian_18/normal.jpg,121,142,245,341
/opt/ml/input/data/train/images/006418_female_Asian_18/mask2.jpg,132,166,235,318
/opt/ml/input/data/train/images/006418_female_Asian_18/mask1.jpg,128,182,232,331
/opt/ml/input/data/train/images/006418_female_Asian_18/incorrect_mask.jpg,131,166,255,352
/opt/ml/input/data/train/images/006418_female_Asian_18/mask4.jpg,124,180,226,331
/opt/ml/input/data/train/images/000611_male_Asian_51/mask5.jpg,75,83,276,346
/opt/ml/input/data/train/images/000611_male_Asian_51/mask3.jpg,121,136,282,339
/opt/ml/input/data/train/images/000611_male_Asian_51/normal.jpg,79,108,269,364
/opt/ml/input/data/train/images/000611_male_Asian_51/mask2.jpg,105,110,289,347
/opt/ml/input/data/train/images/000611_male_Asian_51/mask1.jpg,82,99,278,358
/opt/ml/input/data/train/images/000611_male_Asian_51/incorrect_mask.jpg,90,106,306,376
/opt/ml/input/data/train/images/000611_male_Asian_51/mask4.jpg,82,131,289,390
/opt/ml/input/data/train/images/001528_female_Asian_34/mask5.jpg,125,150,263,330
/opt/ml/input/data/train/images/001528_female_Asian_34/mask3.jpg,123,142,257,315
/opt/ml/input/data/train/images/001528_female_Asian_34/normal.jpg,118,146,262,341
/opt/ml/input/data/train/images/001528_female_Asian_34/mask2.jpg,126,140,263,326
/opt/ml/input/data/train/images/001528_female_Asian_34/mask1.jpg,124,141,266,320
/opt/ml/input/data/train/images/001528_female_Asian_34/incorrect_mask.jpg,113,143,258,332
/opt/ml/input/data/train/images/001528_female_Asian_34/mask4.jpg,126,149,263,338
/opt/ml/input/data/train/images/003734_male_Asian_55/mask5.jpg,136,188,239,317
/opt/ml/input/data/train/images/003734_male_Asian_55/mask3.jpg,135,187,247,331
/opt/ml/input/data/train/images/003734_male_Asian_55/normal.jpg,121,143,249,332
/opt/ml/input/data/train/images/003734_male_Asian_55/mask2.jpg,146,193,253,332
/opt/ml/input/data/train/images/003734_male_Asian_55/mask1.jpg,129,195,232,336
/opt/ml/input/data/train/images/003734_male_Asian_55/incorrect_mask.jpg,145,179,249,324
/opt/ml/input/data/train/images/003734_male_Asian_55/mask4.jpg,128,194,238,332
/opt/ml/input/data/train/images/000309_male_Asian_29/mask5.jpg,98,149,284,382
/opt/ml/input/data/train/images/000309_male_Asian_29/mask3.jpg,85,140,287,398
/opt/ml/input/data/train/images/000309_male_Asian_29/normal.jpg,114,161,284,390
/opt/ml/input/data/train/images/000309_male_Asian_29/mask2.jpg,100,195,277,410
/opt/ml/input/data/train/images/000309_male_Asian_29/mask1.jpg,122,152,289,370
/opt/ml/input/data/train/images/000309_male_Asian_29/incorrect_mask.jpg,106,128,296,378
/opt/ml/input/data/train/images/000309_male_Asian_29/mask4.jpg,99,139,273,349
/opt/ml/input/data/train/images/003439_male_Asian_58/mask5.jpg,87,153,293,434
/opt/ml/input/data/train/images/003439_male_Asian_58/mask3.jpg,84,153,280,404
/opt/ml/input/data/train/images/003439_male_Asian_58/normal.jpg,88,160,265,408
/opt/ml/input/data/train/images/003439_male_Asian_58/mask2.jpg,80,148,297,431
/opt/ml/input/data/train/images/003439_male_Asian_58/mask1.jpg,90,150,300,424
/opt/ml/input/data/train/images/003439_male_Asian_58/incorrect_mask.jpg,84,163,272,422
/opt/ml/input/data/train/images/003439_male_Asian_58/mask4.jpg,71,141,284,420
/opt/ml/input/data/train/images/000576_female_Asian_56/mask5.jpg,87,137,310,448
/opt/ml/input/data/train/images/000576_female_Asian_56/mask3.jpg,94,163,292,417
/opt/ml/input/data/train/images/000576_female_Asian_56/normal.jpg,110,176,291,431
/opt/ml/input/data/train/images/000576_female_Asian_56/mask2.jpg,94,150,277,385
/opt/ml/input/data/train/images/000576_female_Asian_56/mask1.jpg,82,174,279,438
/opt/ml/input/data/train/images/000576_female_Asian_56/incorrect_mask.jpg,119,124,313,370
/opt/ml/input/data/train/images/000576_female_Asian_56/mask4.jpg,72,131,302,423
/opt/ml/input/data/train/images/000831_female_Asian_55/mask5.jpg,102,175,272,387
/opt/ml/input/data/train/images/000831_female_Asian_55/mask3.jpg,92,165,251,361
/opt/ml/input/data/train/images/000831_female_Asian_55/normal.jpg,119,145,286,383
/opt/ml/input/data/train/images/000831_female_Asian_55/mask2.jpg,111,166,275,375
/opt/ml/input/data/train/images/000831_female_Asian_55/mask1.jpg,116,139,308,397
/opt/ml/input/data/train/images/000831_female_Asian_55/incorrect_mask.jpg,117,223,270,398
/opt/ml/input/data/train/images/000831_female_Asian_55/mask4.jpg,103,155,275,373
/opt/ml/input/data/train/images/003554_female_Asian_59/mask5.jpg,130,208,221,331
/opt/ml/input/data/train/images/003554_female_Asian_59/mask3.jpg,135,202,228,326
/opt/ml/input/data/train/images/003554_female_Asian_59/normal.jpg,125,195,222,328
/opt/ml/input/data/train/images/003554_female_Asian_59/mask2.jpg,135,196,231,329
/opt/ml/input/data/train/images/003554_female_Asian_59/mask1.jpg,138,208,236,345
/opt/ml/input/data/train/images/003554_female_Asian_59/incorrect_mask.jpg,133,203,229,343
/opt/ml/input/data/train/images/003554_female_Asian_59/mask4.jpg,130,203,226,329
/opt/ml/input/data/train/images/003596_female_Asian_59/mask5.jpg,137,180,248,319
/opt/ml/input/data/train/images/003596_female_Asian_59/mask3.jpg,131,168,260,332
/opt/ml/input/data/train/images/003596_female_Asian_59/normal.jpg,135,165,263,349
/opt/ml/input/data/train/images/003596_female_Asian_59/mask2.jpg,128,169,256,346
/opt/ml/input/data/train/images/003596_female_Asian_59/mask1.jpg,130,186,238,338
/opt/ml/input/data/train/images/003596_female_Asian_59/incorrect_mask.jpg,126,171,254,351
/opt/ml/input/data/train/images/003596_female_Asian_59/mask4.jpg,121,180,227,319
/opt/ml/input/data/train/images/006737_female_Asian_19/mask5.jpg,87,107,296,392
/opt/ml/input/data/train/images/006737_female_Asian_19/mask3.jpg,81,112,292,411
/opt/ml/input/data/train/images/006737_female_Asian_19/normal.jpg,122,140,276,363
/opt/ml/input/data/train/images/006737_female_Asian_19/mask2.jpg,78,131,301,420
/opt/ml/input/data/train/images/006737_female_Asian_19/mask1.jpg,82,120,288,419
/opt/ml/input/data/train/images/006737_female_Asian_19/incorrect_mask.jpg,96,134,298,424
/opt/ml/input/data/train/images/006737_female_Asian_19/mask4.jpg,85,125,297,412
/opt/ml/input/data/train/images/001122_male_Asian_25/mask5.jpg,125,166,266,344
/opt/ml/input/data/train/images/001122_male_Asian_25/mask3.jpg,118,158,254,335
/opt/ml/input/data/train/images/001122_male_Asian_25/normal.jpg,120,146,256,341
/opt/ml/input/data/train/images/001122_male_Asian_25/mask2.jpg,125,158,257,338
/opt/ml/input/data/train/images/001122_male_Asian_25/mask1.jpg,113,166,250,339
/opt/ml/input/data/train/images/001122_male_Asian_25/incorrect_mask.jpg,113,153,252,359
/opt/ml/input/data/train/images/001122_male_Asian_25/mask4.jpg,119,156,256,336
/opt/ml/input/data/train/images/001340_male_Asian_23/mask5.jpg,112,194,256,361
/opt/ml/input/data/train/images/001340_male_Asian_23/mask3.jpg,96,206,248,384
/opt/ml/input/data/train/images/001340_male_Asian_23/normal.jpg,126,181,220,306
/opt/ml/input/data/train/images/001340_male_Asian_23/mask2.jpg,118,193,258,381
/opt/ml/input/data/train/images/001340_male_Asian_23/mask1.jpg,117,191,262,353
/opt/ml/input/data/train/images/001340_male_Asian_23/incorrect_mask.jpg,124,179,222,308
/opt/ml/input/data/train/images/001340_male_Asian_23/mask4.jpg,93,194,252,391
/opt/ml/input/data/train/images/000811_male_Asian_55/mask5.jpg,87,141,291,400
/opt/ml/input/data/train/images/000811_male_Asian_55/mask3.jpg,93,125,285,377
/opt/ml/input/data/train/images/000811_male_Asian_55/normal.jpg,124,128,296,381
/opt/ml/input/data/train/images/000811_male_Asian_55/mask2.jpg,77,130,286,416
/opt/ml/input/data/train/images/000811_male_Asian_55/mask1.jpg,92,87,309,366
/opt/ml/input/data/train/images/000811_male_Asian_55/incorrect_mask.jpg,100,100,290,400
/opt/ml/input/data/train/images/000811_male_Asian_55/mask4.jpg,86,91,300,371
/opt/ml/input/data/train/images/000541_female_Asian_35/mask5.jpg,82,115,285,392
/opt/ml/input/data/train/images/000541_female_Asian_35/mask3.jpg,54,116,281,402
/opt/ml/input/data/train/images/000541_female_Asian_35/normal.jpg,103,158,286,414
/opt/ml/input/data/train/images/000541_female_Asian_35/mask2.jpg,81,137,288,403
/opt/ml/input/data/train/images/000541_female_Asian_35/mask1.jpg,71,124,311,420
/opt/ml/input/data/train/images/000541_female_Asian_35/incorrect_mask.jpg,99,208,265,399
/opt/ml/input/data/train/images/000541_female_Asian_35/mask4.jpg,81,96,307,381
/opt/ml/input/data/train/images/006213_male_Asian_19/mask5.jpg,96,88,288,317
/opt/ml/input/data/train/images/006213_male_Asian_19/mask3.jpg,121,89,278,286
/opt/ml/input/data/train/images/006213_male_Asian_19/normal.jpg,105,89,264,304
/opt/ml/input/data/train/images/006213_male_Asian_19/mask2.jpg,122,96,283,293
/opt/ml/input/data/train/images/006213_male_Asian_19/mask1.jpg,105,81,287,296
/opt/ml/input/data/train/images/006213_male_Asian_19/incorrect_mask.jpg,119,96,276,307
/opt/ml/input/data/train/images/006213_male_Asian_19/mask4.jpg,117,76,291,295
/opt/ml/input/data/train/images/001194_male_Asian_25/mask5.jpg,99,126,269,332
/opt/ml/input/data/train/images/001194_male_Asian_25/mask3.jpg,110,144,250,328
/opt/ml/input/data/train/images/001194_male_Asian_25/normal.jpg,125,149,233,302
/opt/ml/input/data/train/images/001194_male_Asian_25/mask2.jpg,142,140,248,287
/opt/ml/input/data/train/images/001194_male_Asian_25/mask1.jpg,143,152,252,302
/opt/ml/input/data/train/images/001194_male_Asian_25/incorrect_mask.jpg,113,110,247,304
/opt/ml/input/data/train/images/001194_male_Asian_25/mask4.jpg,104,135,258,353
/opt/ml/input/data/train/images/004453_male_Asian_52/mask5.jpg,111,130,278,336
/opt/ml/input/data/train/images/004453_male_Asian_52/mask3.jpg,108,122,271,308
/opt/ml/input/data/train/images/004453_male_Asian_52/normal.jpg,100,123,283,378
/opt/ml/input/data/train/images/004453_male_Asian_52/mask2.jpg,99,120,273,344
/opt/ml/input/data/train/images/004453_male_Asian_52/mask1.jpg,113,133,276,338
/opt/ml/input/data/train/images/004453_male_Asian_52/incorrect_mask.jpg,91,114,281,353
/opt/ml/input/data/train/images/004453_male_Asian_52/mask4.jpg,95,115,276,341
/opt/ml/input/data/train/images/003871_female_Asian_57/mask5.jpg,107,169,264,351
/opt/ml/input/data/train/images/003871_female_Asian_57/mask3.jpg,123,143,276,340
/opt/ml/input/data/train/images/003871_female_Asian_57/normal.jpg,122,174,249,336
/opt/ml/input/data/train/images/003871_female_Asian_57/mask2.jpg,117,151,274,356
/opt/ml/input/data/train/images/003871_female_Asian_57/mask1.jpg,97,141,261,348
/opt/ml/input/data/train/images/003871_female_Asian_57/incorrect_mask.jpg,119,152,267,350
/opt/ml/input/data/train/images/003871_female_Asian_57/mask4.jpg,113,164,259,353
/opt/ml/input/data/train/images/000282_female_Asian_59/mask5.jpg,109,165,293,412
/opt/ml/input/data/train/images/000282_female_Asian_59/mask3.jpg,81,156,301,446
/opt/ml/input/data/train/images/000282_female_Asian_59/normal.jpg,93,139,300,426
/opt/ml/input/data/train/images/000282_female_Asian_59/mask2.jpg,136,183,287,374
/opt/ml/input/data/train/images/000282_female_Asian_59/mask1.jpg,109,171,293,411
/opt/ml/input/data/train/images/000282_female_Asian_59/incorrect_mask.jpg,89,134,293,424
/opt/ml/input/data/train/images/000282_female_Asian_59/mask4.jpg,123,177,272,373
/opt/ml/input/data/train/images/005411_female_Asian_56/mask5.jpg,57,59,288,365
/opt/ml/input/data/train/images/005411_female_Asian_56/mask3.jpg,60,30,290,380
/opt/ml/input/data/train/images/005411_female_Asian_56/normal.jpg,101,72,295,334
/opt/ml/input/data/train/images/005411_female_Asian_56/mask2.jpg,93,57,300,352
/opt/ml/input/data/train/images/005411_female_Asian_56/mask1.jpg,107,60,318,360
/opt/ml/input/data/train/images/005411_female_Asian_56/incorrect_mask.jpg,93,86,310,375
/opt/ml/input/data/train/images/005411_female_Asian_56/mask4.jpg,93,80,311,371
/opt/ml/input/data/train/images/001099_male_Asian_25/mask5.jpg,111,162,252,341
/opt/ml/input/data/train/images/001099_male_Asian_25/mask3.jpg,111,153,253,339
/opt/ml/input/data/train/images/001099_male_Asian_25/normal.jpg,117,138,244,314
/opt/ml/input/data/train/images/001099_male_Asian_25/mask2.jpg,110,151,258,359
/opt/ml/input/data/train/images/001099_male_Asian_25/mask1.jpg,98,136,245,325
/opt/ml/input/data/train/images/001099_male_Asian_25/incorrect_mask.jpg,108,134,259,340
/opt/ml/input/data/train/images/001099_male_Asian_25/mask4.jpg,113,146,256,342
/opt/ml/input/data/train/images/004346_female_Asian_45/mask5.jpg,126,152,259,311
/opt/ml/input/data/train/images/004346_female_Asian_45/mask3.jpg,128,155,261,313
/opt/ml/input/data/train/images/004346_female_Asian_45/normal.jpg,150,182,254,310
/opt/ml/input/data/train/images/004346_female_Asian_45/mask2.jpg,132,157,262,323
/opt/ml/input/data/train/images/004346_female_Asian_45/mask1.jpg,130,153,264,320
/opt/ml/input/data/train/images/004346_female_Asian_45/incorrect_mask.jpg,125,154,257,324
/opt/ml/input/data/train/images/004346_female_Asian_45/mask4.jpg,132,154,265,321
/opt/ml/input/data/train/images/000525_female_Asian_53/mask5.jpg,104,166,282,395
/opt/ml/input/data/train/images/000525_female_Asian_53/mask3.jpg,102,159,281,391
/opt/ml/input/data/train/images/000525_female_Asian_53/normal.jpg,107,118,304,400
/opt/ml/input/data/train/images/000525_female_Asian_53/mask2.jpg,105,148,286,375
/opt/ml/input/data/train/images/000525_female_Asian_53/mask1.jpg,114,148,295,401
/opt/ml/input/data/train/images/000525_female_Asian_53/incorrect_mask.jpg,100,110,260,370
/opt/ml/input/data/train/images/000525_female_Asian_53/mask4.jpg,130,168,286,369
/opt/ml/input/data/train/images/004368_female_Asian_54/mask5.jpg,130,170,249,307
/opt/ml/input/data/train/images/004368_female_Asian_54/mask3.jpg,133,173,278,349
/opt/ml/input/data/train/images/004368_female_Asian_54/normal.jpg,130,174,253,338
/opt/ml/input/data/train/images/004368_female_Asian_54/mask2.jpg,127,179,260,346
/opt/ml/input/data/train/images/004368_female_Asian_54/mask1.jpg,122,167,256,330
/opt/ml/input/data/train/images/004368_female_Asian_54/incorrect_mask.jpg,136,199,249,347
/opt/ml/input/data/train/images/004368_female_Asian_54/mask4.jpg,130,176,261,341
/opt/ml/input/data/train/images/001110_male_Asian_25/mask5.jpg,123,150,278,344
/opt/ml/input/data/train/images/001110_male_Asian_25/mask3.jpg,115,151,251,332
/opt/ml/input/data/train/images/001110_male_Asian_25/normal.jpg,132,150,239,296
/opt/ml/input/data/train/images/001110_male_Asian_25/mask2.jpg,111,124,268,348
/opt/ml/input/data/train/images/001110_male_Asian_25/mask1.jpg,108,129,259,323
/opt/ml/input/data/train/images/001110_male_Asian_25/incorrect_mask.jpg,101,132,259,337
/opt/ml/input/data/train/images/001110_male_Asian_25/mask4.jpg,104,118,267,343
/opt/ml/input/data/train/images/001221_male_Asian_19/mask5.jpg,110,192,265,370
/opt/ml/input/data/train/images/001221_male_Asian_19/mask3.jpg,105,141,264,350
/opt/ml/input/data/train/images/001221_male_Asian_19/normal.jpg,119,162,270,360
/opt/ml/input/data/train/images/001221_male_Asian_19/mask2.jpg,109,163,275,380
/opt/ml/input/data/train/images/001221_male_Asian_19/mask1.jpg,108,158,260,357
/opt/ml/input/data/train/images/001221_male_Asian_19/incorrect_mask.jpg,110,146,268,359
/opt/ml/input/data/train/images/001221_male_Asian_19/mask4.jpg,106,154,256,338
/opt/ml/input/data/train/images/003175_female_Asian_20/mask5.jpg,96,122,286,364
/opt/ml/input/data/train/images/003175_female_Asian_20/mask3.jpg,102,133,279,351
/opt/ml/input/data/train/images/003175_female_Asian_20/normal.jpg,89,111,268,351
/opt/ml/input/data/train/images/003175_female_Asian_20/mask2.jpg,107,131,289,362
/opt/ml/input/data/train/images/003175_female_Asian_20/mask1.jpg,104,135,279,368
/opt/ml/input/data/train/images/003175_female_Asian_20/incorrect_mask.jpg,89,113,282,380
/opt/ml/input/data/train/images/003175_female_Asian_20/mask4.jpg,96,133,286,387
/opt/ml/input/data/train/images/001771_female_Asian_54/mask5.jpg,60,107,278,422
/opt/ml/input/data/train/images/001771_female_Asian_54/mask3.jpg,69,116,289,410
/opt/ml/input/data/train/images/001771_female_Asian_54/normal.jpg,80,122,256,364
/opt/ml/input/data/train/images/001771_female_Asian_54/mask2.jpg,66,107,269,381
/opt/ml/input/data/train/images/001771_female_Asian_54/mask1.jpg,69,132,264,384
/opt/ml/input/data/train/images/001771_female_Asian_54/incorrect_mask.jpg,79,101,265,355
/opt/ml/input/data/train/images/001771_female_Asian_54/mask4.jpg,63,128,284,414
